gene_id,ref_gene_name_x,Chromosome,Start,End,C9,I9,C11,I11,C16,I16
MSTRG.32500,LOC103694543,chrY,365848,371201,1.169196,1.224892,0.231227,0.533065,0.230462,0.190743
MSTRG.32501,Sry,chrY,327176,327685,0,0,0,0,0,0
MSTRG.32502,LOC103694545,chrY,406635,408636,0.014615,0.00872,0.004456,0.019061,0.00498,0.011718
MSTRG.32503,Rbmy1j,chrY,380337,390669,0,0,0,0,0,0
MSTRG.32504,LOC103694550,chrY,472415,474988,0.019324,0.006782,0.005719,0.028272,0.008753,0.020596
MSTRG.32505,LOC103694547,chrY,491946,495928,0.053639,0,0.043631,0,0,0
MSTRG.32506,Uba1y,chrY,422819,445477,0,0,0,0,0,0
MSTRG.32507,,chrY,602318,603445,5.002544,5.992042,6.522017,6.449205,5.801595,5.685678
MSTRG.32508,LOC103694551,chrY,613679,617669,0,0,0,0,0,0
MSTRG.32509,LOC108353313,chrY,617171,630488,0,0,0,0.032076,0.021249,0
MSTRG.3251,Tesmin,chr1,218632764,218651054,0,0,0.140733,0.117004,0,0
MSTRG.32510,LOC102555330,chrY,636784,643662,0.027283,0.023501,0.045447,0.020461,0.020967,0.026911
MSTRG.32511,LOC103694554,chrY,644648,646459,0.031219,0.018994,0.01395,0.00249,0,0.00232
MSTRG.32512,Kdm5d,chrY,501058,589267,13.906155,15.460892,10.340496,11.884261,10.985184,11.064481
MSTRG.32513,LOC103694552,chrY,548637,551579,0.399712,0.291096,0.193202,0.205618,0.201752,0.213754
MSTRG.32514,LOC108353315,chrY,746365,748960,0,0,0,0.012892,0,0
MSTRG.32515,LOC103694571,chrY,696492,703370,0.014862,0.016576,0.017859,0.012626,0.008121,0.026537
MSTRG.32516,LOC103694555,chrY,704356,706167,0.015609,0.005506,0.009027,0,0,0
MSTRG.32517,LOC108353314,chrY,679795,682390,0.010848,0.004592,0,0.012892,0,0
MSTRG.32518,,chrY,772715,824711,0,0,0,0,0,0
MSTRG.32519,LOC103694556,chrY,779821,802373,0,0,0,0,0,0
MSTRG.3252,RGD1311946,chr1,218945484,218954274,3.917168,4.324443,5.759665,7.128586,4.985561,6.13288
MSTRG.32520,LOC103694557,chrY,831053,853614,0,0,0,0,0,0
MSTRG.32521,Eif2s3y,chrY,914062,933699,39.847,43.080383,41.218243,43.69738,38.548134,41.89394
MSTRG.32522,Ddx3,chrY,1217800,1238454,38.397592,40.312644,26.816833,29.395587,36.70267,41.251252
MSTRG.32523,LOC108353316,chrY,969389,980828,0.432569,0.356216,0.184473,0.303941,0.877545,0.709802
MSTRG.32524,,chrY,985066,985325,19.882359,21.676874,17.948441,19.837008,14.900674,15.794905
MSTRG.32525,LOC103694558,chrY,988910,1058504,5.290966,4.907298,5.114731,5.223763,5.220929,5.095936
MSTRG.32526,Kdm6a,chrY,1065274,1206127,4.932912,5.341332,2.853775,3.861824,6.055687,5.147588
MSTRG.32527,,chrY,1961205,1962939,0,0,0,0,0,0
MSTRG.32528,Usp9y,chrY,1260512,1403417,0,0,0,0,0,0
MSTRG.32529,,chrY,1897933,1899665,0,0,0,0,0,0
MSTRG.3253,,chr1,218971495,218972949,5.291335,5.892659,5.831526,5.309616,4.243462,5.242625
MSTRG.32530,,chrY,1616382,1618126,0,0,0,0,0,0
MSTRG.32531,,chrY,1936406,1938226,0,0,0,0,0,0
MSTRG.32532,,chrY,2025874,2027610,0,0,0,0,0,0
MSTRG.32533,,chrY,1778210,1782737,0,0,0,0,0,0
MSTRG.32534,,chrY,1993549,1995287,0,0,0,0,0,0
MSTRG.32535,,chrY,2038677,2040612,0,0,0,0,0,0
MSTRG.32536,,chrY,2446421,2446708,0.048822,0,0,0,0,0
MSTRG.32537,LOC103694567,chrY,2418673,2420425,0,0,0,0,0,0
MSTRG.32538,,chrY,2653020,2654845,0,0,0,0,0,0
MSTRG.32539,,chrY,3090793,3091039,0.244487,0.062603,0.057339,0.059558,0.026436,0.017021
MSTRG.3254,LOC108349680,chr1,218983196,218990207,0,0,0,0,0,0.207543
MSTRG.32540,,chrY,3253617,3255393,0,0,0,0,0,0
MSTRG.32541,,chrY_KL568139v1_random,260317,274419,0,0,0,0,0,0
MSTRG.32542,,chrY_KL568139v1_random,1231565,1232236,0,0,0,0,0,0
MSTRG.32543,,chrY_KL568139v1_random,1673136,1695836,0,0,0,0,0,0
MSTRG.32544,,chrY_KL568139v1_random,1854794,1867014,0,0,0,0,0,0
MSTRG.32545,,chrY_KL568139v1_random,1730000,1749504,0,0,0,0,0,0
MSTRG.32546,,chrY_KL568139v1_random,2015422,2017413,0,0,0,0,0,0
MSTRG.32547,,chrY_KL568139v1_random,2140193,2140846,0,0,0,0,0,0
MSTRG.32548,,chrY_KL568139v1_random,2769443,2770096,0,0,0,0,0,0
MSTRG.32549,,chrY_KL568139v1_random,2894149,2894802,0,0,0,0,0,0
MSTRG.3255,LOC108349681,chr1,218990288,218995715,0,0,0,0,0.063554,0.052648
MSTRG.32550,,chrY_KL568139v1_random,3727594,3733138,0.197851,0.266413,0.202134,0.222395,0.184016,0.276502
MSTRG.32551,,chrY_KL568139v1_random,5374492,5375145,0,0,0,0,0,0
MSTRG.32552,,chrY_KL568139v1_random,5460150,5460794,0,0,0,0,0,0
MSTRG.32553,,chrY_KL568139v1_random,5647653,5648297,0,0,0,0,0,0
MSTRG.32554,,chrY_KL568139v1_random,5818873,5819517,0,0,0,0,0,0
MSTRG.32555,,chrY_KL568139v1_random,5904559,5905203,0,0,0,0,0,0
MSTRG.32556,,chrY_KL568139v1_random,5733085,5733907,0,0,0,0,0,0
MSTRG.32557,LOC103694605,chrY_KL568139v1_random,5990109,5990753,0.011341,0,0,0,0,0
MSTRG.32558,,chrY_KL568139v1_random,6075661,6076305,0,0,0,0,0,0
MSTRG.32559,,chrY_KL568139v1_random,6834645,6835295,0,0,0,0,0,0
MSTRG.3256,LOC103691272,chr1,218695737,218810139,27.843834,29.905942,22.821489,26.086643,29.825163,32.970116
MSTRG.32560,,chrY_KL568139v1_random,6921649,6922343,0,0,0,0,0,0
MSTRG.32561,,chrY_KL568139v1_random,7804459,7805115,0,0,0,0,0,0
MSTRG.32562,,chrY_KL568139v1_random,8444327,8448244,0,0,0,0,0,0
MSTRG.32563,,chrY_KL568139v1_random,9651856,9660744,2.944047,3.351988,1.872549,2.356324,2.615416,2.971848
MSTRG.32564,,chrY_KL568139v1_random,9685121,9692683,0,0,0,0,0,0
MSTRG.32565,,chrY_KL568140v1_random,227544,267599,0,0,0,0,0,0
MSTRG.32566,,chrY_KL568141v1_random,578772,583369,0,0,0,0,0,0
MSTRG.32567,,chrY_KL568141v1_random,2205216,2218917,0,0,0,0,0,0
MSTRG.32568,,chrY_KL568141v1_random,2663442,2666707,0,0,0,0,0,0
MSTRG.32569,,chrY_KL568142v1_random,88533,91160,0,0,0,0,0,0
MSTRG.3257,Lrp5,chr1,218816833,218920147,5.321713,8.608122,7.429348,8.75317,8.486968,8.892106
MSTRG.32570,,chrY_KL568143v1_random,93238,95849,0,0,0,0,0,0
MSTRG.32571,LOC103694640,chrY_KL568145v1_random,52460,53429,0,0.025712,0,0,0,0
MSTRG.32572,LOC108353342,chrY_KL568148v1_random,382324,386206,0,0,0,0,0,0
MSTRG.32573,,chrY_KL568148v1_random,1513459,1517276,0,0,0,0,0,0
MSTRG.32574,,chrY_KL568148v1_random,2146126,2149997,0,0,0,0,0,0
MSTRG.32575,,chrY_KL568148v1_random,2223636,2236837,0,0,0,0,0,0
MSTRG.32576,,chrY_KL568148v1_random,2961180,2964920,0,0,0,0,0,0
MSTRG.32577,,chrY_KL568148v1_random,3496357,3510516,0,0,0,0,0,0
MSTRG.32578,,chrY_KL568148v1_random,3823694,3827575,0,0,0,0,0,0
MSTRG.32579,,chrY_KL568148v1_random,4065423,4072110,0,0,0,0,0,0
MSTRG.3258,Tcirg1,chr1,219126687,219139466,8.998693,10.688372,10.483703,11.616502,7.164553,8.206104
MSTRG.32580,,chrY_KL568148v1_random,4661662,4663351,0,0,0,0,0,0
MSTRG.32581,,chrY_KL568148v1_random,4532195,4554501,0,0,0,0,0,0
MSTRG.32582,,chrY_KL568148v1_random,5369397,5388008,0,0,0,0,0,0
MSTRG.32583,,chrY_KL568148v1_random,5965688,5969567,0,0,0,0,0,0
MSTRG.32584,,chrY_KL568148v1_random,6198755,6214213,0,0,0,0,0,0
MSTRG.32585,,chrY_KL568150v1_random,216613,218044,0,0,0,0,0,0
MSTRG.32586,,chrY_KL568151v1_random,184296,187286,0,0,0,0,0,0
MSTRG.32587,,chrY_KL568151v1_random,39651,49340,0,0,0,0,0,0
MSTRG.32588,,chrY_KL568151v1_random,1500632,1514687,0,0,0,0,0,0
MSTRG.32589,,chrY_KL568151v1_random,2511874,2525918,0,0,0,0,0,0
MSTRG.3259,Kmt5b,chr1,219000360,219050211,11.478799,14.623365,8.294726,9.966725,10.291801,13.472843
MSTRG.32590,,chrY_KL568151v1_random,3061462,3063183,0,0,0,0,0,0
MSTRG.32591,,chrY_KL568151v1_random,3379219,3380934,0,0,0,0,0,0
MSTRG.32592,,chrY_KL568151v1_random,3478858,3481973,0,0,0,0,0,0
MSTRG.32593,,chrY_KL568152v1_random,623369,623584,4.122512,4.893937,5.454587,5.429165,2.000735,2.828112
MSTRG.32594,,chrY_KL568155v1_random,1105062,1106779,0,0,0,0,0,0
MSTRG.32595,,chrY_KL568156v1_random,59221,63098,0,0,0,0,0,0
MSTRG.32596,,chrY_KL568156v1_random,424431,464262,0,0,0,0,0,0
MSTRG.32597,,chrY_KL568157v1_random,777211,781091,0,0,0,0,0,0
MSTRG.32598,,chrY_KL568157v1_random,1014874,1024672,0,0,0,0,0,0
MSTRG.32599,,chrY_KL568157v1_random,1395679,1405474,0,0,0,0,0,0
MSTRG.326,LOC100910528,chr1,32569461,32573188,12.90135,12.596851,13.627303,12.775841,11.882604,11.588601
MSTRG.3260,Chka,chr1,219076618,219126221,14.891953,20.960255,20.933225,22.691705,32.36335,34.475363
MSTRG.32600,LOC103694708,chrY_KL568157v1_random,2172649,2178190,0.320559,0.338491,0.162146,0.165627,0.119439,0.069959
MSTRG.32601,,chrY_KL568157v1_random,2952801,2958107,0.959267,1.463149,1.597934,2.232485,1.942658,2.149668
MSTRG.32602,,chrY_KL568157v1_random,3318249,3318899,0,0,0,0,0,0
MSTRG.32603,,chrY_KL568157v1_random,3208675,3219851,6.409835,6.278379,7.517099,7.325374,6.049016,5.356897
MSTRG.32604,,chrY_KL568157v1_random,3686831,3687481,0,0,0,0,0,0
MSTRG.32605,,chrY_KL568157v1_random,3915650,3917148,0,0,0,0,0,0
MSTRG.32606,,chrY_KL568157v1_random,4132746,4133396,0,0,0,0,0,0
MSTRG.32607,,chrY_KL568157v1_random,4650584,4726272,0,0,0,0,0,0
MSTRG.32608,,chrY_KL568158v1_random,715055,715483,0.227346,0.111039,0,0.051016,0,0.11221
MSTRG.32609,,chrY_KL568158v1_random,1186873,1264993,0,0,0,0,0,0
MSTRG.3261,LOC688778,chr1,219193465,219207062,0.060852,0,0.027778,0,0.063943,0.034399
MSTRG.32610,,chrY_KL568159v1_random,303461,304062,0,0,0,0,0,0
MSTRG.32611,,chrY_KL568159v1_random,246637,248140,0,0,0,0,0,0
MSTRG.32612,,chrY_KL568159v1_random,976907,978368,0,0,0,0,0,0
MSTRG.32613,,chrY_KL568159v1_random,1041509,1042222,0,0,0,0,0,0
MSTRG.32614,,chrY_KL568160v1_random,101963,106755,0,0,0,0,0,0
MSTRG.32615,,chrY_KL568160v1_random,946903,950775,0,0,0,0,0,0
MSTRG.32616,,chrY_KL568160v1_random,1075787,1076540,0,0,0,0,0.015866,0.013522
MSTRG.32617,,chrY_KL568160v1_random,1692666,1712089,0,0,0,0,0,0
MSTRG.32618,,chrY_KL568160v1_random,2829789,2849217,0,0,0,0,0,0
MSTRG.32619,,chrY_KL568161v1_random,1577610,1578084,0,0.010501,0,0,0,0
MSTRG.3262,Aldh3b2,chr1,219215023,219218488,0.063554,0,0.013176,0.057195,0.066094,0.035976
MSTRG.32620,,chrY_KL568161v1_random,514752,518650,0,0,0,0,0,0
MSTRG.32621,,chrY_KL568161v1_random,1622850,1649277,0,0,0,0,0,0
MSTRG.32622,,chrY_KL568161v1_random,3120175,3123919,0,0,0,0,0,0
MSTRG.32623,,chrY_KL568161v1_random,3419640,3445073,0,0,0,0,0,0
MSTRG.32624,,chrY_KL568161v1_random,3529678,3543760,0,0,0,0,0,0
MSTRG.32625,,chrY_KL568161v1_random,4232568,4251182,0,0,0,0,0,0
MSTRG.32626,,chrY_KL568161v1_random,4726087,4730637,0,0,0,0,0,0
MSTRG.32627,,chrY_KL568161v1_random,4925407,4929157,0,0,0,0,0,0
MSTRG.32628,,chrY_KL568161v1_random,4290104,4308361,0,0,0,0,0,0
MSTRG.32629,,chrY_KL568161v1_random,4308365,4315083,0,0,0,0,0,0
MSTRG.3263,Ndufs8,chr1,219141289,219144610,60.258287,59.638463,60.27734,59.251273,47.525438,45.7087
MSTRG.32630,,chrY_KL568161v1_random,4315087,4326648,0,0,0,0,0,0
MSTRG.32631,,chrY_KL568161v1_random,4968334,4986741,0,0,0,0,0,0
MSTRG.32632,,chrY_KL568161v1_random,5163750,5223938,0,0,0,0,0,0
MSTRG.32633,,chrY_KL568161v1_random,5318844,5319521,0,0,0,0,0,0
MSTRG.32634,,chrY_KL568161v1_random,5412735,5417701,0,0,0,0,0,0
MSTRG.32635,,chrY_KL568161v1_random,6201987,6202430,0.109833,0.04269,0.050233,0,0,0
MSTRG.32636,,chrY_KL568161v1_random,6072769,6073419,0,0,0,0,0,0
MSTRG.32637,,chrY_KL568161v1_random,7184888,7194168,6.04897,6.566133,5.114558,6.755132,4.26447,5.837099
MSTRG.32638,LOC108353394,chrY_KL568161v1_random,7359753,7373945,0,0,0,0,0,0
MSTRG.32639,,chrY_KL568162v1_random,2706601,2707194,0,0.081874,0,0.010788,0,0
MSTRG.3264,Aldh3b1,chr1,219145457,219181536,0.466248,0.608324,0.561645,0.722923,0.626879,0.585684
MSTRG.32640,,chrY_KL568162v1_random,2087963,2094996,0,0,0,0,0,0
MSTRG.32641,,chrY_KL568162v1_random,3038749,3041655,0,0,0,0,0,0
MSTRG.32642,,chrY_KL568162v1_random,3255649,3265031,0,0,0,0,0,0
MSTRG.32643,,chrY_KL568162v1_random,5131290,5139159,0,0,0,0,0,0
MSTRG.32644,,chrY_KL568162v1_random,5373153,5376178,0,0,0,0,0,0
MSTRG.32645,,chrY_KL568162v1_random,6442857,6443238,0,0.037084,0,0,0,0
MSTRG.32646,LOC108353403,chrY_KL568162v1_random,5891183,5893082,0.02785,0,0,0,0,0
MSTRG.32647,,chrY_KL568162v1_random,6787241,6803173,0,0,0,0,0,0
MSTRG.32648,LOC108353410,chrY_KL568162v1_random,9142618,9145189,0.068944,0.061003,0.040634,0.067817,0.069997,0.040998
MSTRG.32649,,chrY_KL568162v1_random,9160387,9161136,0.126954,0.050546,0.05338,0.117928,0,0.043163
MSTRG.3265,Unc93b1,chr1,219172987,219183941,10.943735,13.164563,12.845469,13.22945,7.504775,7.832815
MSTRG.32650,,chrY_KL568163v1_random,22385,34781,0,0,0,0,0,0
MSTRG.32651,,chrY_KL568163v1_random,238536,242415,0,0,0,0,0,0
MSTRG.32652,,chrY_KL568163v1_random,545017,559130,0,0,0,0,0,0
MSTRG.32653,LOC108353417,chrY_KL568164v1_random,104426,124105,0,0,0,0,0,0
MSTRG.3266,Ndufv1,chr1,219254293,219259328,62.391827,68.612579,65.268929,64.300529,55.354454,54.935883
MSTRG.3267,Gstp1,chr1,219291679,219294147,48.229424,48.569183,102.806335,123.066231,112.623131,116.982506
MSTRG.3268,Acy3,chr1,219233712,219237103,0.810636,1.138524,0.93229,1.571222,1.051945,1.432708
MSTRG.3269,Tbx10,chr1,219237204,219246480,0.274353,0.287612,0.252474,0.236218,0.276514,0.549438
MSTRG.327,LOC679739,chr1,32573193,32581785,26.876269,28.069278,32.626094,32.568939,18.158648,18.565021
MSTRG.3270,LOC103691273,chr1,219246563,219247276,0,0,0,0.23309,0,0.081794
MSTRG.3271,Nudt8,chr1,219247428,219249155,16.019608,14.971317,16.782119,15.046781,7.836365,8.239614
MSTRG.3272,Doc2g,chr1,219249253,219253790,3.165688,4.772918,4.264261,3.808166,2.265208,2.038626
MSTRG.3273,Cabp2,chr1,219327723,219335046,0,0,0,0,0,0
MSTRG.3274,Cdk2ap2,chr1,219345638,219347709,58.02766,71.90867,70.924922,68.77355,35.018926,36.73691
MSTRG.3275,RGD1307603,chr1,219309593,219312240,0.089687,0.260646,0,0,0,0
MSTRG.3276,LOC108349682,chr1,219395235,219395704,59.183338,57.926922,60.449177,60.901222,35.785755,32.84211
MSTRG.3277,Coro1b,chr1,219397827,219403253,96.668203,98.241502,112.039178,115.165694,81.918628,88.921513
MSTRG.3278,Pitpnm1,chr1,219348672,219362094,9.138251,12.760947,10.982658,12.158711,20.407048,24.455844
MSTRG.3279,Aip,chr1,219361859,219373924,31.326125,33.442195,33.265013,30.221391,21.571336,19.350178
MSTRG.328,,chr1,32899714,32911474,0.450484,0.624203,0.93184,1.376231,1.648648,1.677238
MSTRG.3280,LOC108349683,chr1,219369024,219369963,0.154215,0.229022,0.351219,0.327714,0.084832,0.22322
MSTRG.3281,Tmem134,chr1,219374005,219383365,59.386805,67.60907,72.556884,75.06284,63.589361,61.031247
MSTRG.3282,Cabp4,chr1,219383452,219388009,1.324927,1.18324,0.797862,1.142992,0.867582,1.183181
MSTRG.3283,Gpr152,chr1,219389418,219394124,0.050107,0.039118,0.031321,0.020324,0.023436,0.009244
MSTRG.3284,Ptprcap,chr1,219403970,219406129,0.559114,0.288185,0.523176,0.355984,0.27403,0.221526
MSTRG.3285,Rps6kb2,chr1,219406201,219412888,25.592279,29.994936,29.925913,29.476992,20.199291,22.904827
MSTRG.3286,Carns1,chr1,219413897,219424533,14.187505,18.117782,12.036664,13.149899,10.695848,14.539133
MSTRG.3287,Tbc1d10c,chr1,219431094,219439102,1.183289,0.900094,0.759283,0.939461,1.663891,1.543912
MSTRG.3288,Clcf1,chr1,219468866,219472445,0.756565,0.673533,0.568581,1.635527,1.532239,1.98721
MSTRG.3289,Ppp1ca,chr1,219439953,219443570,196.427765,215.034164,201.485672,208.306381,185.762711,182.899658
MSTRG.329,,chr1,32938433,32955214,4.147026,6.519495,3.031908,2.418709,12.630072,13.239804
MSTRG.3290,Rad9a,chr1,219443347,219450574,6.127757,8.324306,8.935866,8.476478,6.675741,7.912676
MSTRG.3291,Pold4,chr1,219480841,219483244,30.897078,36.171637,29.517841,25.99621,34.440421,34.661904
MSTRG.3292,LOC103691274,chr1,219508381,219511997,0.443079,0.689024,0.337505,0.510616,0.106205,0.287423
MSTRG.3293,Ssh3,chr1,219511908,219519526,23.910475,30.016549,28.017041,27.710196,16.283636,20.339633
MSTRG.3294,Ankrd13d,chr1,219520316,219532718,7.859002,9.712959,6.140324,6.388302,5.223533,7.448198
MSTRG.3295,Grk2,chr1,219536220,219544329,33.018036,42.666161,38.608967,40.953419,32.427143,35.096905
MSTRG.3296,Rhod,chr1,219668352,219682287,3.562427,3.777954,4.615326,5.304604,3.318368,4.218076
MSTRG.3297,Kdm2a,chr1,219563883,219642294,25.164187,33.511446,22.15793,26.165576,28.255091,31.802149
MSTRG.3298,LOC689065,chr1,219743744,219758867,0.217485,0.408251,0.061342,0.272778,0.145933,0.110389
MSTRG.3299,Syt12,chr1,219688390,219719961,39.796509,55.249412,38.793122,40.448168,4.275817,5.108373
MSTRG.33,Ppil4,chr1,1897316,1930311,9.497191,9.781612,9.993646,9.985724,7.896805,8.166989
MSTRG.330,Irx4,chr1,32634774,32645151,0,0,0,0,0,0
MSTRG.3300,Pc,chr1,219759157,219859854,33.954655,46.994763,36.114877,37.381954,52.87579,53.403819
MSTRG.3301,Lrfn4,chr1,219850037,219855771,11.702583,15.589001,13.513512,14.927425,14.192255,17.309813
MSTRG.3302,Rce1,chr1,219860826,219863933,21.406677,24.719388,24.235017,25.220174,16.469183,14.572303
MSTRG.3303,RGD1563323,chr1,219864108,219952143,0.032699,0.018581,0.048595,0.110498,0.109594,0.0442
MSTRG.3304,Sptbn2,chr1,219964429,220006811,0.152746,0.165423,0.093837,0.252054,0.344884,0.354716
MSTRG.3305,LOC102553046,chr1,219965666,219973924,0,0.066736,0.044585,0.057455,0.083217,0.104073
MSTRG.3306,Ccs,chr1,220075251,220096319,47.89381,58.007999,53.947922,50.050404,24.919577,24.428892
MSTRG.3307,Ccdc87,chr1,220096478,220099174,0,0,0,0.009035,0,0.009509
MSTRG.3308,Ctsf,chr1,220114139,220119976,66.807772,88.805788,87.800365,84.080797,85.560828,91.064087
MSTRG.3309,Rbm4b,chr1,220009397,220019488,16.499735,18.733473,18.343987,18.409952,12.67277,13.507524
MSTRG.331,Irx2,chr1,33270388,33275868,2.315571,3.120419,4.876169,4.445645,6.893229,7.889215
MSTRG.3310,Rbm14,chr1,220027046,220067124,35.503018,43.422642,48.729457,57.077102,30.142741,30.704064
MSTRG.3311,,chr1,220067313,220072256,2.308171,2.690034,2.766813,3.34957,1.57005,1.391119
MSTRG.3312,Zdhhc24,chr1,220137254,220144874,4.627949,6.657442,6.532587,6.415214,5.275738,5.530801
MSTRG.3313,Actn3,chr1,220120532,220136460,0.264744,0.290551,0.372831,0.244587,0.181098,0.238503
MSTRG.3314,Bbs1,chr1,220146084,220165545,7.031568,9.308968,6.085806,7.023554,4.785036,5.101027
MSTRG.3315,mrpl11,chr1,220243469,220247969,10.065246,9.939913,9.333677,10.79147,5.581358,6.878556
MSTRG.3316,Npas4,chr1,220260310,220278177,0,0.031263,0,0.032021,0,0.025007
MSTRG.3317,Dpp3,chr1,220166124,220189762,45.1045,53.044928,48.099146,49.453196,35.082888,36.304413
MSTRG.3318,Peli3,chr1,220191209,220204032,6.745568,8.346913,7.04998,8.838661,6.148674,8.537039
MSTRG.3319,Slc29a2,chr1,220306622,220314631,0.86105,1.844363,1.294057,1.906676,1.074838,0.958256
MSTRG.332,LOC103690947,chr1,33277555,33281870,1.039617,1.460245,1.924409,1.73914,2.857034,3.155396
MSTRG.3320,Cd248,chr1,220353308,220355872,1.544336,1.408488,2.820266,4.757491,2.30013,2.854655
MSTRG.3321,LOC102554272,chr1,220356873,220361281,0,0,0,0,0,0
MSTRG.3322,LOC100911932,chr1,220362024,220364570,0.839587,0.776088,1.551669,2.552267,1.238089,1.538346
MSTRG.3323,B4gat1,chr1,220322762,220334616,27.371489,28.441162,27.423127,28.756126,17.577635,18.402401
MSTRG.3324,LOC103691276,chr1,220334287,220338245,0,0,0.006845,0,0,0
MSTRG.3325,Rin1,chr1,220335036,220342319,0.19784,0.179981,0.357357,0.626248,0.160124,0.189423
MSTRG.3326,LOC102554421,chr1,220365581,220369989,0,0,0,0,0,0
MSTRG.3327,Tmem151a,chr1,220373288,220378080,4.793133,7.653381,7.265748,6.517907,4.213369,4.552975
MSTRG.3328,LOC108348052,chr1,220399926,220407935,0.925751,1.477802,1.429723,1.445419,0.831348,0.887298
MSTRG.3329,LOC108348067,chr1,220446433,220448979,1.580596,1.466191,2.865163,4.999903,2.402802,2.98019
MSTRG.333,,chr1,33715031,33724596,0,0,0,0,0,0
MSTRG.3330,LOC102554466,chr1,220449990,220454399,0,0,0,0,0,0
MSTRG.3331,Tmem151a,chr1,220462462,220467269,4.671901,7.536151,7.174911,6.431532,4.328179,4.707036
MSTRG.3332,LOC108348044,chr1,220415962,220436755,17.941105,4.627193,22.343102,24.081828,4.195517,4.252044
MSTRG.3333,LOC103691277,chr1,220427451,220431409,0,0,0,0,0,0
MSTRG.3334,Yif1a,chr1,220470070,220474131,55.530979,59.210815,59.020267,59.635471,43.11932,43.158127
MSTRG.3335,Gal3st3,chr1,220668544,220678300,0.486988,0.383757,0.425946,0.494562,0.395657,0.521055
MSTRG.3336,Cst6,chr1,220727292,220729000,57.602283,65.601097,67.91291,64.397919,37.094444,40.118263
MSTRG.3337,Catsper1,chr1,220715000,220724235,0.017962,0,0,0,0,0
MSTRG.3338,LOC103691278,chr1,220758437,220761316,0,0,0.144657,0.341065,0,0
MSTRG.3339,Banf1,chr1,220744195,220746224,89.545661,90.974007,80.239929,81.739999,41.656579,42.79325
MSTRG.334,Irx1,chr1,33910912,33916741,2.144186,2.53167,4.95322,4.48186,5.605076,5.648078
MSTRG.3340,Eif1ad,chr1,220746387,220751687,13.491858,15.450227,15.306226,15.463715,11.026488,11.22408
MSTRG.3341,Cnih2,chr1,220474483,220491754,61.7954,69.246621,72.782105,72.622054,80.303637,83.986412
MSTRG.3342,LOC102555354,chr1,220478568,220493510,0.910999,1.109645,0.93112,1.21621,1.101968,0.89983
MSTRG.3343,Klc2,chr1,220492174,220502397,29.955746,36.780413,33.25111,34.529261,30.148498,33.689707
MSTRG.3344,Pacs1,chr1,220515117,220665611,42.626417,52.495692,51.980376,49.488827,35.498194,37.260572
MSTRG.3345,Ccdc85b,chr1,220835647,220837220,13.671175,14.700079,18.424445,17.725451,11.675139,10.876465
MSTRG.3346,Fosl1,chr1,220826560,220835066,0.753479,0.931921,1.069595,1.55253,1.740958,1.987711
MSTRG.3347,Fibp,chr1,220840078,220844412,37.079043,43.409599,45.453775,44.613493,31.991925,31.219831
MSTRG.3348,Ctsw,chr1,220844579,220847967,0.33431,0.350765,0,0.262054,0.050446,0.286022
MSTRG.3349,Sart1,chr1,220762496,220771158,20.528097,28.541407,25.39436,28.209787,18.737417,22.142344
MSTRG.335,,chr1,34267410,34271773,0,0,0,0,0,0
MSTRG.3350,LOC102555676,chr1,220771259,220774273,0,0.469503,0.625234,0.90436,0.342108,0
MSTRG.3351,Tsga10ip,chr1,220772592,220786952,0.295357,0.209635,0.068472,0.198995,0.316296,0.199305
MSTRG.3352,Drap1,chr1,220775148,220807418,51.472471,72.434723,80.407854,72.419702,50.897211,50.625248
MSTRG.3353,Bles03,chr1,220806563,220808817,22.581016,29.938714,27.413107,28.712964,22.968952,24.714053
MSTRG.3354,Efemp2,chr1,220853695,220861420,18.705753,18.677635,18.266956,21.666926,18.905699,24.135694
MSTRG.3355,Mus81,chr1,220862474,220867973,7.424176,9.202627,8.93536,9.749517,5.387835,6.069366
MSTRG.3356,Cfl1,chr1,220868015,220873337,303.211151,304.631038,368.164398,383.22788,393.48584,392.468593
MSTRG.3357,Snx32,chr1,220873782,220890804,8.830674,10.895352,9.971016,10.236221,7.324722,8.680796
MSTRG.3358,LOC102551929,chr1,220882084,220884570,0.295435,0.536632,0.353563,0.40332,0.229525,0.441193
MSTRG.3359,Ap5b1,chr1,220948318,220952349,5.211935,6.517252,6.177881,7.235779,6.627585,7.145801
MSTRG.336,LOC103690948,chr1,34729302,34734954,0,0,0,0,0,0
MSTRG.3360,LOC102556290,chr1,220893296,220921333,1.20208,1.854954,2.83027,2.725795,1.112231,1.729187
MSTRG.3361,Ovol1,chr1,220927309,220938814,0.278904,0.393032,0.246859,0.207391,0.272333,0.230994
MSTRG.3362,Rnaseh2c,chr1,220966626,220967717,5.348477,5.459602,5.198812,4.721866,7.483235,7.683361
MSTRG.3363,Kat5,chr1,220967795,220974596,21.744896,25.927081,25.885351,27.971025,20.738384,22.952915
MSTRG.3364,Rela,chr1,220992770,221003249,27.17568,38.877674,39.039162,39.182552,30.939419,35.142136
MSTRG.3365,Sipa1,chr1,221006305,221018820,3.53399,4.362159,4.172385,6.877616,3.94717,6.221931
MSTRG.3366,Fam89b,chr1,221085894,221089586,30.214987,34.495613,37.351165,36.390508,30.083384,33.58836
MSTRG.3367,Pcnx3,chr1,221019091,221043536,17.955829,26.401359,17.461022,19.193255,18.894299,22.116482
